request_id,sample_id,true_label,file,word_count,version,prediction_short,headline,fraction_ai,fraction_ai_assisted,fraction_human,num_ai_segments,num_ai_assisted_segments,num_human_segments,num_windows,mean_window_ai_assistance_score,max_window_ai_assistance_score
ai-47549,47549,ai,ai/31788.txt,1171,3.3.2,Mixed,AI Detected,0.4564705789089203,0.2759477198123932,0.2675817012786865,2,1,1,4,0.6651007495820522,0.9917468428611755
ai-47762,47762,ai,ai/32001.txt,239,3.3.2,AI,AI Generated,1.0,0.0,0.0,1,0,0,1,0.9938886165618896,0.9938886165618896
ai-48360,48360,ai,ai/32599.txt,47,3.3.2,AI,AI Generated,1.0,0.0,0.0,1,0,0,1,0.9874856472015381,0.9874856472015381
ai-49278,49278,ai,ai/33517.txt,256,3.3.2,AI,AI Generated,1.0,0.0,0.0,1,0,0,1,0.9935235977172852,0.9935235977172852
ai-49425,49425,ai,ai/33664.txt,102,3.3.2,AI,AI Generated,1.0,0.0,0.0,1,0,0,1,0.9930673837661743,0.9930673837661743
ai-49850,49850,ai,ai/34089.txt,446,3.3.2,AI,AI Generated,1.0,0.0,0.0,2,0,0,2,0.9932340681552887,0.9932392239570618
ai-49880,49880,ai,ai/34119.txt,243,3.3.2,AI,AI Generated,1.0,0.0,0.0,1,0,0,1,0.9933744668960571,0.9933744668960571
ai-50051,50051,ai,ai/34290.txt,1165,3.3.2,AI,AI Generated,1.0,0.0,0.0,4,0,0,4,0.992960125207901,0.9934470057487488
human-289,289,human,human/289.txt,335,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.005714545492082834,0.005714545492082834
human-613,613,human,human/613.txt,247,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.0023919548839330673,0.0023919548839330673
human-884,884,human,human/884.txt,402,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.004049256443977356,0.004049256443977356
human-4447,4447,human,human/4447.txt,100,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.021052256226539612,0.021052256226539612
human-4539,4539,human,human/4539.txt,1000,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,4,4,0.0022629565792158246,0.002637602388858795
human-4940,4940,human,human/4940.txt,1000,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,3,3,0.0019819448546816907,0.0021379771642386913
human-4990,4990,human,human/4990.txt,500,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,2,2,0.003173983539454639,0.003541017649695277
human-5161,5161,human,human/5161.txt,78,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.0021401862613856792,0.0021401862613856792
human-6058,6058,human,human/6058.txt,100,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.004340385086834431,0.004340385086834431
human-6728,6728,human,human/6728.txt,250,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.0020562431309372187,0.0020562431309372187
human-6789,6789,human,human/6789.txt,250,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.0021695925388485193,0.0021695925388485193
human-6817,6817,human,human/6817.txt,500,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,2,2,0.0018953277613036335,0.001903872354887426
human-7334,7334,human,human/7334.txt,100,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.03661537170410156,0.03661537170410156
human-7360,7360,human,human/7360.txt,100,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.022481538355350494,0.022481538355350494
human-7490,7490,human,human/7490.txt,250,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.0026872786693274975,0.0026872786693274975
human-8020,8020,human,human/8020.txt,100,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.001998976804316044,0.001998976804316044
human-8021,8021,human,human/8021.txt,284,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.014069532044231892,0.014069532044231892
human-9787,9787,human,human/9787.txt,186,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.002096175914630294,0.002096175914630294
human-10212,10212,human,human/10212.txt,250,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.003636010456830263,0.003636010456830263
human-10252,10252,human,human/10252.txt,50,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.0031213543843477964,0.0031213543843477964
human-10879,10879,human,human/10879.txt,500,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,2,2,0.0020152946235612035,0.002063756575807929
human-11944,11944,human,human/11944.txt,500,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,2,2,0.002489086240530014,0.002522820606827736
human-13485,13485,human,human/13485.txt,500,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,2,2,0.002736432827077806,0.003014912363141775
human-13635,13635,human,human/13635.txt,127,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.002813413506373763,0.002813413506373763
human-14067,14067,human,human/14067.txt,100,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.002250856952741742,0.002250856952741742
human-14496,14496,human,human/14496.txt,50,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.004520006477832794,0.004520006477832794
human-15183,15183,human,human/15183.txt,1000,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,3,3,0.0022168108262121677,0.0024488279595971107
human-15213,15213,human,human/15213.txt,250,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.002290904289111495,0.002290904289111495
human-15247,15247,human,human/15247.txt,160,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.0023657202254980803,0.0023657202254980803
human-15894,15894,human,human/15894.txt,500,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,2,2,0.00400836521293968,0.005217726342380047
human-15929,15929,human,human/15929.txt,100,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.0025647440925240517,0.0025647440925240517
human-16216,16216,human,human/16216.txt,250,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.0020713056437671185,0.0020713056437671185
human-16493,16493,human,human/16493.txt,183,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.0019550970755517483,0.0019550970755517483
human-16897,16897,human,human/16897.txt,500,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,2,2,0.0024338073562830687,0.0025882311165332794
human-17462,17462,human,human/17462.txt,50,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.0018662509974092245,0.0018662509974092245
human-18289,18289,human,human/18289.txt,250,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.002093819435685873,0.002093819435685873
human-19361,19361,human,human/19361.txt,500,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,2,2,0.0025853177066892385,0.002869921736419201
human-20879,20879,human,human/20879.txt,250,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.002801408525556326,0.002801408525556326
human-21200,21200,human,human/21200.txt,250,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.004051685333251953,0.004051685333251953
human-21414,21414,human,human/21414.txt,100,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.0028950318228453398,0.0028950318228453398
human-21619,21619,human,human/21619.txt,1000,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,3,3,0.001948820543475449,0.002037438564002514
human-21834,21834,human,human/21834.txt,436,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,2,2,0.0019618726219050586,0.001978279324248433
human-22111,22111,human,human/22111.txt,1000,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,3,3,0.002061570839335521,0.0021200666669756174
human-22300,22300,human,human/22300.txt,100,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.003900406649336219,0.003900406649336219
human-22542,22542,human,human/22542.txt,90,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.003623540047556162,0.003623540047556162
human-23075,23075,human,human/23075.txt,250,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.001903398078866303,0.001903398078866303
human-23566,23566,human,human/23566.txt,71,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.001957126660272479,0.001957126660272479
human-23728,23728,human,human/23728.txt,77,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.0025479288306087255,0.0025479288306087255
human-24012,24012,human,human/24012.txt,708,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,2,2,0.002013305085711181,0.002044334076344967
human-25338,25338,human,human/25338.txt,83,3.3.2,Human,Human Written,0.0,0.0,1.0,0,0,1,1,0.0022121916990727186,0.0022121916990727186
